SndOrRecOrDrop  time  type  seq  size  ack
Send  1.91  数据包  659  104  0
Receive  1.91  普通应答包  0  0  659
Send  1.915  数据包  672  104  0
Receive  1.915  普通应答包  0  0  672
Send  1.915  数据包  649  104  0
Send  1.915  数据包  673  104  0
Receive  1.916  普通应答包  0  0  649
Receive  1.916  普通应答包  0  0  673
Send  1.916  数据包  674  104  0
Receive  1.916  普通应答包  0  0  674
Drop  1.916  数据包  676  104  0
Send  1.916  数据包  675  104  0
Receive  1.916  普通应答包  0  0  675
Send  1.917  数据包  671  104  0
Receive  1.917  普通应答包  0  0  671
Send  1.917  数据包  678  104  0
Receive  1.917  普通应答包  0  0  678
Drop  1.917  数据包  679  104  0
Send  1.917  数据包  677  104  0
Receive  1.918  普通应答包  0  0  677
Send  1.918  数据包  681  104  0
Receive  1.918  普通应答包  0  0  681
Drop  1.918  数据包  680  104  0
Send  1.926  数据包  683  104  0
Receive  1.926  普通应答包  0  0  683
Drop  1.926  数据包  682  104  0
Send  1.926  数据包  684  104  0
Receive  1.926  普通应答包  0  0  684
Send  1.927  数据包  685  104  0
Receive  1.927  普通应答包  0  0  685
Send  1.927  数据包  654  104  0
Receive  1.927  普通应答包  0  0  654
Send  1.93  数据包  687  104  0
Receive  1.93  普通应答包  0  0  687
Drop  1.93  数据包  686  104  0
Send  1.93  数据包  688  104  0
Receive  1.93  普通应答包  0  0  688
Drop  1.93  数据包  689  104  0
Send  1.933  数据包  690  104  0
Send  1.933  数据包  691  104  0
Receive  1.933  普通应答包  0  0  690
Receive  1.933  普通应答包  0  0  691
Drop  1.936  数据包  692  104  0
Send  1.936  数据包  693  104  0
Receive  1.936  普通应答包  0  0  693
Send  1.939  数据包  666  104  0
Receive  1.939  普通应答包  0  0  666
Drop  1.939  数据包  664  104  0
Drop  1.939  数据包  694  104  0
Drop  1.939  数据包  667  104  0
Send  1.942  数据包  695  104  0
Receive  1.942  普通应答包  0  0  695
Send  1.945  数据包  696  104  0
Send  1.945  数据包  676  104  0
Receive  1.945  普通应答包  0  0  696
Receive  1.945  普通应答包  0  0  676
Send  1.947  数据包  698  104  0
Drop  1.947  数据包  697  104  0
Receive  1.947  普通应答包  0  0  698
Send  1.95  数据包  699  104  0
Receive  1.95  普通应答包  0  0  699
Send  1.951  数据包  679  104  0
Receive  1.951  普通应答包  0  0  679
Send  1.951  数据包  680  104  0
Receive  1.951  普通应答包  0  0  680
Send  1.953  数据包  701  104  0
Receive  1.953  普通应答包  0  0  701
Drop  1.954  数据包  702  104  0
Drop  1.954  数据包  682  104  0
Send  1.954  数据包  700  104  0
Receive  1.954  普通应答包  0  0  700
Send  1.956  数据包  704  104  0
Send  1.956  数据包  703  104  0
Receive  1.956  普通应答包  0  0  704
Receive  1.956  普通应答包  0  0  703
Send  1.959  数据包  705  104  0
Receive  1.96  普通应答包  0  0  705
Send  1.96  数据包  706  104  0
Receive  1.96  普通应答包  0  0  706
Send  1.962  数据包  686  104  0
Receive  1.962  普通应答包  0  0  686
Drop  1.962  数据包  707  104  0
Send  1.962  数据包  708  104  0
Send  1.963  数据包  689  104  0
Receive  1.963  普通应答包  0  0  708
Receive  1.963  普通应答包  0  0  689
Send  1.965  数据包  710  104  0
Receive  1.965  普通应答包  0  0  710
Drop  1.965  数据包  709  104  0
Send  1.965  数据包  711  104  0
Receive  1.966  普通应答包  0  0  711
Drop  1.968  数据包  713  104  0
Send  1.968  数据包  692  104  0
Receive  1.968  普通应答包  0  0  692
Send  1.968  数据包  712  104  0
Receive  1.969  普通应答包  0  0  712
Send  1.971  数据包  664  104  0
Receive  1.971  普通应答包  0  0  664
Send  1.971  数据包  714  104  0
Receive  1.971  普通应答包  0  0  714
Send  1.971  数据包  694  104  0
Receive  1.972  普通应答包  0  0  694
Send  1.972  数据包  667  104  0
Receive  1.972  普通应答包  0  0  667
Send  1.972  数据包  715  104  0
Receive  1.972  普通应答包  0  0  715
Send  1.975  数据包  719  104  0
Receive  1.975  普通应答包  0  0  719
Send  1.975  数据包  716  104  0
Receive  1.975  普通应答包  0  0  716
Send  1.975  数据包  717  104  0
Receive  1.975  普通应答包  0  0  717
Send  1.976  数据包  718  104  0
Receive  1.976  普通应答包  0  0  718
Send  1.976  数据包  720  104  0
Receive  1.976  普通应答包  0  0  720
Send  1.979  数据包  724  104  0
Receive  1.979  普通应答包  0  0  724
Send  1.979  数据包  697  104  0
Send  1.979  数据包  721  104  0
Receive  1.979  普通应答包  0  0  697
Receive  1.979  普通应答包  0  0  721
Drop  1.979  数据包  722  104  0
Send  1.979  数据包  723  104  0
Receive  1.979  普通应答包  0  0  723
Send  1.98  数据包  725  104  0
Receive  1.98  普通应答包  0  0  725
Drop  1.982  数据包  729  104  0
Send  1.982  数据包  726  104  0
Receive  1.983  普通应答包  0  0  726
Send  1.983  数据包  728  104  0
Receive  1.983  普通应答包  0  0  728
Send  1.983  数据包  682  104  0
Receive  1.983  普通应答包  0  0  682
Send  1.983  数据包  730  104  0
Receive  1.983  普通应答包  0  0  730
Send  1.983  数据包  702  104  0
Receive  1.984  普通应答包  0  0  702
Send  1.984  数据包  727  104  0
Receive  1.984  普通应答包  0  0  727
Send  1.987  数据包  733  104  0
Receive  1.987  普通应答包  0  0  733
Send  1.987  数据包  735  104  0
Receive  1.988  普通应答包  0  0  735
Send  1.988  数据包  736  104  0
Receive  1.988  普通应答包  0  0  736
Send  1.989  数据包  734  104  0
Receive  1.989  普通应答包  0  0  734
Send  1.989  数据包  731  104  0
Receive  1.99  普通应答包  0  0  731
Send  1.99  数据包  732  104  0
Receive  1.99  普通应答包  0  0  732
Drop  1.992  数据包  740  104  0
Send  1.992  数据包  737  104  0
Send  1.992  数据包  738  104  0
Receive  1.993  普通应答包  0  0  737
Receive  1.993  普通应答包  0  0  738
Send  1.993  数据包  707  104  0
Send  1.993  数据包  741  104  0
Receive  1.993  普通应答包  0  0  707
Drop  1.993  数据包  739  104  0
Receive  1.993  普通应答包  0  0  741
Send  1.993  数据包  742  104  0
Receive  1.993  普通应答包  0  0  742
Send  1.996  数据包  709  104  0
Send  1.996  数据包  747  104  0
Receive  1.996  普通应答包  0  0  709
Send  1.996  数据包  743  104  0
Receive  1.996  普通应答包  0  0  747
Receive  1.996  普通应答包  0  0  743
Send  1.996  数据包  745  104  0
Receive  1.996  普通应答包  0  0  745
Send  1.996  数据包  746  104  0
Receive  1.996  普通应答包  0  0  746
Drop  1.996  数据包  744  104  0
Send  1.999  数据包  751  104  0
Drop  1.999  数据包  749  104  0
Receive  1.999  普通应答包  0  0  751
Send  1.999  数据包  750  104  0
Send  1.999  数据包  752  104  0
Receive  1.999  普通应答包  0  0  750
Receive  1.999  普通应答包  0  0  752
Send  1.999  数据包  713  104  0
Receive  1.999  普通应答包  0  0  713
Send  1.999  数据包  748  104  0
Receive  2.0  普通应答包  0  0  748
Drop  2.002  数据包  753  104  0
Send  2.002  数据包  755  104  0
Receive  2.002  普通应答包  0  0  755
Send  2.002  数据包  756  104  0
Receive  2.002  普通应答包  0  0  756
Send  2.002  数据包  754  104  0
Receive  2.002  普通应答包  0  0  754
Send  2.002  数据包  757  104  0
Receive  2.003  普通应答包  0  0  757
Send  2.006  数据包  761  104  0
Receive  2.006  普通应答包  0  0  761
Send  2.006  数据包  758  104  0
Receive  2.006  普通应答包  0  0  758
Send  2.006  数据包  760  104  0
Receive  2.006  普通应答包  0  0  760
Send  2.006  数据包  759  104  0
Receive  2.007  普通应答包  0  0  759
Send  2.009  数据包  722  104  0
Receive  2.009  普通应答包  0  0  722
Send  2.012  数据包  766  104  0
Receive  2.012  普通应答包  0  0  766
Send  2.013  数据包  763  104  0
Receive  2.013  普通应答包  0  0  763
Drop  2.014  数据包  729  104  0
Send  2.014  数据包  764  104  0
Receive  2.014  普通应答包  0  0  764
Send  2.014  数据包  762  104  0
Receive  2.015  普通应答包  0  0  762
Drop  2.015  数据包  765  104  0
Send  2.022  数据包  768  104  0
Receive  2.022  普通应答包  0  0  768
Send  2.022  数据包  767  104  0
Receive  2.022  普通应答包  0  0  767
Drop  2.022  数据包  740  104  0
Send  2.022  数据包  769  104  0
Receive  2.022  普通应答包  0  0  769
Send  2.022  数据包  770  104  0
Receive  2.023  普通应答包  0  0  770
Send  2.023  数据包  739  104  0
Receive  2.023  普通应答包  0  0  739
Send  2.028  数据包  744  104  0
Receive  2.028  普通应答包  0  0  744
Send  2.035  数据包  753  104  0
Receive  2.035  普通应答包  0  0  753
Send  2.036  数据包  749  104  0
Receive  2.036  普通应答包  0  0  749
Send  2.054  数据包  771  104  0
Receive  2.057  普通应答包  0  0  771
Send  2.06  数据包  776  104  0
Receive  2.061  普通应答包  0  0  776
Send  2.062  数据包  729  104  0
Receive  2.062  普通应答包  0  0  729
Send  2.062  数据包  740  104  0
Receive  2.062  普通应答包  0  0  740
Send  2.063  数据包  772  104  0
Receive  2.063  普通应答包  0  0  772
Send  2.063  数据包  774  104  0
Receive  2.063  普通应答包  0  0  774
Send  2.063  数据包  777  104  0
Receive  2.063  普通应答包  0  0  777
Send  2.063  数据包  773  104  0
Receive  2.064  普通应答包  0  0  773
Send  2.064  数据包  779  104  0
Receive  2.064  普通应答包  0  0  779
Send  2.064  数据包  778  104  0
Receive  2.064  普通应答包  0  0  778
Send  2.064  数据包  765  104  0
Receive  2.064  普通应答包  0  0  765
Drop  2.064  数据包  775  104  0
Send  2.067  数据包  789  104  0
Receive  2.067  普通应答包  0  0  789
Send  2.067  数据包  780  104  0
Receive  2.067  普通应答包  0  0  780
Send  2.068  数据包  786  104  0
Send  2.068  数据包  785  104  0
Receive  2.068  普通应答包  0  0  786
Receive  2.068  普通应答包  0  0  785
Send  2.068  数据包  784  104  0
Receive  2.068  普通应答包  0  0  784
Send  2.068  数据包  782  104  0
Receive  2.069  普通应答包  0  0  782
Send  2.069  数据包  783  104  0
Receive  2.069  普通应答包  0  0  783
Send  2.069  数据包  788  104  0
Receive  2.069  普通应答包  0  0  788
Send  2.069  数据包  787  104  0
Receive  2.069  普通应答包  0  0  787
Send  2.069  数据包  781  104  0
Receive  2.069  普通应答包  0  0  781
Send  2.072  数据包  790  104  0
Receive  2.072  普通应答包  0  0  790
Send  2.072  数据包  791  104  0
Receive  2.072  普通应答包  0  0  791
Send  2.075  数据包  798  104  0
Send  2.075  数据包  796  104  0
Receive  2.075  普通应答包  0  0  798
Receive  2.075  普通应答包  0  0  796
Send  2.075  数据包  800  104  0
Send  2.075  数据包  793  104  0
Receive  2.075  普通应答包  0  0  800
Receive  2.075  普通应答包  0  0  793
Send  2.075  数据包  797  104  0
Receive  2.076  普通应答包  0  0  797
Drop  2.076  数据包  792  104  0
Send  2.076  数据包  795  104  0
Send  2.076  数据包  801  104  0
Receive  2.076  普通应答包  0  0  795
Receive  2.076  普通应答包  0  0  801
Send  2.076  数据包  799  104  0
Receive  2.076  普通应答包  0  0  799
Send  2.076  数据包  794  104  0
Receive  2.076  普通应答包  0  0  794
Send  2.079  数据包  806  104  0
Receive  2.079  普通应答包  0  0  806
Send  2.079  数据包  804  104  0
Send  2.079  数据包  802  104  0
Receive  2.079  普通应答包  0  0  804
Receive  2.079  普通应答包  0  0  802
Drop  2.079  数据包  807  104  0
Send  2.08  数据包  805  104  0
Receive  2.08  普通应答包  0  0  805
Send  2.08  数据包  803  104  0
Receive  2.08  普通应答包  0  0  803
Send  2.083  数据包  812  104  0
Receive  2.083  普通应答包  0  0  812
Drop  2.083  数据包  813  104  0
Drop  2.083  数据包  810  104  0
Drop  2.083  数据包  809  104  0
Send  2.083  数据包  815  104  0
Receive  2.083  普通应答包  0  0  815
Drop  2.083  数据包  811  104  0
Drop  2.083  数据包  814  104  0
Send  2.083  数据包  808  104  0
Receive  2.083  普通应答包  0  0  808
Send  2.086  数据包  817  104  0
Receive  2.088  普通应答包  0  0  817
Send  2.088  数据包  818  104  0
Send  2.088  数据包  816  104  0
Receive  2.088  普通应答包  0  0  818
Receive  2.088  普通应答包  0  0  816
Send  2.091  数据包  819  104  0
Drop  2.091  数据包  820  104  0
Send  2.091  数据包  821  104  0
Receive  2.091  普通应答包  0  0  819
Receive  2.091  普通应答包  0  0  821
Send  2.091  数据包  775  104  0
Receive  2.091  普通应答包  0  0  775
Send  2.094  数据包  824  104  0
Receive  2.094  普通应答包  0  0  824
Drop  2.094  数据包  823  104  0
Drop  2.094  数据包  822  104  0
Send  2.097  数据包  825  104  0
Receive  2.097  普通应答包  0  0  825
Drop  2.1  数据包  826  104  0
Drop  2.105  数据包  792  104  0
Send  2.11  数据包  807  104  0
Send  2.11  数据包  813  104  0
Receive  2.11  普通应答包  0  0  807
Drop  2.11  数据包  810  104  0
Receive  2.11  普通应答包  0  0  813
Send  2.111  数据包  809  104  0
Receive  2.111  普通应答包  0  0  809
Send  2.111  数据包  811  104  0
Receive  2.111  普通应答包  0  0  811
Send  2.111  数据包  814  104  0
Receive  2.111  普通应答包  0  0  814
Drop  2.114  数据包  828  104  0
Send  2.114  数据包  831  104  0
Send  2.114  数据包  830  104  0
Receive  2.114  普通应答包  0  0  831
Send  2.114  数据包  827  104  0
Receive  2.114  普通应答包  0  0  830
Receive  2.114  普通应答包  0  0  827
Send  2.114  数据包  829  104  0
Receive  2.114  普通应答包  0  0  829
Send  2.12  数据包  835  104  0
Receive  2.12  普通应答包  0  0  835
Send  2.12  数据包  833  104  0
Receive  2.12  普通应答包  0  0  833
Send  2.121  数据包  832  104  0
Receive  2.121  普通应答包  0  0  832
Send  2.121  数据包  834  104  0
Receive  2.122  普通应答包  0  0  834
Send  2.124  数据包  820  104  0
Receive  2.124  普通应答包  0  0  820
Send  2.124  数据包  823  104  0
Receive  2.124  普通应答包  0  0  823
Drop  2.125  数据包  822  104  0
Send  2.125  数据包  836  104  0
Receive  2.125  普通应答包  0  0  836
Send  2.125  数据包  837  104  0
Receive  2.125  普通应答包  0  0  837
Send  2.125  数据包  839  104  0
Receive  2.125  普通应答包  0  0  839
Send  2.125  数据包  838  104  0
Receive  2.125  普通应答包  0  0  838
Send  2.128  数据包  844  104  0
Receive  2.128  普通应答包  0  0  844
Drop  2.128  数据包  840  104  0
Drop  2.128  数据包  841  104  0
Send  2.128  数据包  845  104  0
Receive  2.128  普通应答包  0  0  845
Send  2.129  数据包  843  104  0
Receive  2.129  普通应答包  0  0  843
Drop  2.129  数据包  842  104  0
Send  2.129  数据包  826  104  0
Receive  2.129  普通应答包  0  0  826
Drop  2.131  数据包  846  104  0
Send  2.131  数据包  848  104  0
Receive  2.131  普通应答包  0  0  848
Send  2.131  数据包  849  104  0
Send  2.132  数据包  847  104  0
Receive  2.132  普通应答包  0  0  849
Receive  2.132  普通应答包  0  0  847
Send  2.135  数据包  792  104  0
Receive  2.135  普通应答包  0  0  792
Send  2.135  数据包  851  104  0
Receive  2.135  普通应答包  0  0  851
Send  2.135  数据包  852  104  0
Receive  2.135  普通应答包  0  0  852
Drop  2.135  数据包  850  104  0
Drop  2.138  数据包  854  104  0
Send  2.138  数据包  853  104  0
Send  2.138  数据包  855  104  0
Receive  2.138  普通应答包  0  0  853
Receive  2.138  普通应答包  0  0  855
Drop  2.144  数据包  828  104  0
Send  2.144  数据包  857  104  0
Receive  2.144  普通应答包  0  0  857
Drop  2.144  数据包  810  104  0
Send  2.144  数据包  856  104  0
Receive  2.145  普通应答包  0  0  856
Drop  2.148  数据包  859  104  0
Send  2.148  数据包  858  104  0
Receive  2.148  普通应答包  0  0  858
Send  2.153  数据包  822  104  0
Receive  2.154  普通应答包  0  0  822
Send  2.154  数据包  860  104  0
Receive  2.154  普通应答包  0  0  860
Send  2.157  数据包  861  104  0
Receive  2.157  普通应答包  0  0  861
Send  2.157  数据包  862  104  0
Receive  2.158  普通应答包  0  0  862
Send  2.16  数据包  846  104  0
Receive  2.16  普通应答包  0  0  846
Send  2.16  数据包  840  104  0
Receive  2.161  普通应答包  0  0  840
Send  2.161  数据包  841  104  0
Receive  2.161  普通应答包  0  0  841
Send  2.161  数据包  863  104  0
Receive  2.161  普通应答包  0  0  863
Send  2.161  数据包  864  104  0
Receive  2.161  普通应答包  0  0  864
Send  2.161  数据包  842  104  0
Receive  2.161  普通应答包  0  0  842
Send  2.164  数据包  866  104  0
Send  2.164  数据包  868  104  0
Receive  2.164  普通应答包  0  0  866
Receive  2.164  普通应答包  0  0  868
Send  2.164  数据包  870  104  0
Receive  2.165  普通应答包  0  0  870
Send  2.165  数据包  869  104  0
Receive  2.165  普通应答包  0  0  869
Drop  2.165  数据包  850  104  0
Drop  2.165  数据包  867  104  0
Send  2.165  数据包  865  104  0
Receive  2.165  普通应答包  0  0  865
Drop  2.167  数据包  872  104  0
Drop  2.167  数据包  875  104  0
Send  2.167  数据包  874  104  0
Send  2.167  数据包  854  104  0
Receive  2.167  普通应答包  0  0  874
Send  2.167  数据包  871  104  0
Receive  2.167  普通应答包  0  0  854
Receive  2.167  普通应答包  0  0  871
Drop  2.167  数据包  873  104  0
Send  2.17  数据包  877  104  0
Receive  2.17  普通应答包  0  0  877
Send  2.17  数据包  878  104  0
Receive  2.17  普通应答包  0  0  878
Send  2.17  数据包  876  104  0
Receive  2.17  普通应答包  0  0  876
Send  2.173  数据包  828  104  0
Send  2.173  数据包  810  104  0
Receive  2.173  普通应答包  0  0  828
Receive  2.173  普通应答包  0  0  810
Send  2.176  数据包  881  104  0
Receive  2.176  普通应答包  0  0  881
Send  2.176  数据包  883  104  0
Receive  2.176  普通应答包  0  0  883
Send  2.176  数据包  859  104  0
Receive  2.176  普通应答包  0  0  859
Send  2.176  数据包  880  104  0
Receive  2.177  普通应答包  0  0  880
Send  2.177  数据包  882  104  0
Receive  2.177  普通应答包  0  0  882
Send  2.177  数据包  879  104  0
Receive  2.177  普通应答包  0  0  879
Send  2.18  数据包  888  104  0
Send  2.18  数据包  884  104  0
Receive  2.18  普通应答包  0  0  888
Drop  2.18  数据包  885  104  0
Receive  2.18  普通应答包  0  0  884
Send  2.18  数据包  889  104  0
Receive  2.18  普通应答包  0  0  889
Drop  2.18  数据包  886  104  0
Send  2.18  数据包  887  104  0
Receive  2.18  普通应答包  0  0  887
Send  2.183  数据包  892  104  0
Receive  2.183  普通应答包  0  0  892
Send  2.183  数据包  893  104  0
Receive  2.183  普通应答包  0  0  893
Send  2.183  数据包  890  104  0
Send  2.183  数据包  891  104  0
Receive  2.183  普通应答包  0  0  890
Receive  2.183  普通应答包  0  0  891
Send  2.186  数据包  894  104  0
Send  2.186  数据包  896  104  0
Receive  2.186  普通应答包  0  0  894
Receive  2.186  普通应答包  0  0  896
Drop  2.186  数据包  897  104  0
Send  2.186  数据包  895  104  0
Receive  2.186  普通应答包  0  0  895
Drop  2.189  数据包  898  104  0
Send  2.189  数据包  899  104  0
Receive  2.189  普通应答包  0  0  899
Drop  2.189  数据包  900  104  0
Drop  2.192  数据包  901  104  0
Send  2.195  数据包  850  104  0
Send  2.195  数据包  867  104  0
Receive  2.195  普通应答包  0  0  850
Receive  2.195  普通应答包  0  0  867
Send  2.197  数据包  872  104  0
Drop  2.197  数据包  902  104  0
Receive  2.197  普通应答包  0  0  872
Drop  2.197  数据包  875  104  0
Send  2.197  数据包  903  104  0
Send  2.197  数据包  873  104  0
Receive  2.197  普通应答包  0  0  903
Receive  2.198  普通应答包  0  0  873
Drop  2.2  数据包  905  104  0
Send  2.2  数据包  904  104  0
Receive  2.2  普通应答包  0  0  904
Drop  2.2  数据包  906  104  0
Send  2.203  数据包  907  104  0
Receive  2.203  普通应答包  0  0  907
Send  2.206  数据包  908  104  0
Receive  2.206  普通应答包  0  0  908
Drop  2.212  数据包  885  104  0
Send  2.212  数据包  886  104  0
Send  2.212  数据包  909  104  0
Receive  2.212  普通应答包  0  0  886
Receive  2.212  普通应答包  0  0  909
Send  2.215  数据包  910  104  0
Send  2.215  数据包  911  104  0
Receive  2.215  普通应答包  0  0  910
Receive  2.215  普通应答包  0  0  911
Drop  2.218  数据包  897  104  0
Send  2.218  数据包  898  104  0
Send  2.218  数据包  912  104  0
Send  2.218  数据包  900  104  0
Receive  2.218  普通应答包  0  0  898
Receive  2.218  普通应答包  0  0  912
Receive  2.218  普通应答包  0  0  900
Send  2.218  数据包  913  104  0
Receive  2.219  普通应答包  0  0  913
Send  2.222  数据包  914  104  0
Drop  2.222  数据包  915  104  0
Receive  2.222  普通应答包  0  0  914
Send  2.222  数据包  901  104  0
Send  2.222  数据包  916  104  0
Receive  2.222  普通应答包  0  0  901
Drop  2.222  数据包  917  104  0
Receive  2.222  普通应答包  0  0  916
Send  2.225  数据包  918  104  0
Drop  2.225  数据包  920  104  0
Send  2.225  数据包  919  104  0
Receive  2.225  普通应答包  0  0  918
Receive  2.225  普通应答包  0  0  919
Send  2.228  数据包  902  104  0
Send  2.228  数据包  875  104  0
Receive  2.228  普通应答包  0  0  902
Send  2.228  数据包  921  104  0
Receive  2.228  普通应答包  0  0  875
Receive  2.228  普通应答包  0  0  921
Send  2.228  数据包  922  104  0
Receive  2.228  普通应答包  0  0  922
Drop  2.231  数据包  905  104  0
Send  2.231  数据包  906  104  0
Receive  2.231  普通应答包  0  0  906
Send  2.233  数据包  926  104  0
Send  2.233  数据包  925  104  0
Receive  2.234  普通应答包  0  0  926
Receive  2.234  普通应答包  0  0  925
Send  2.234  数据包  924  104  0
Receive  2.234  普通应答包  0  0  924
Send  2.234  数据包  927  104  0
Receive  2.235  普通应答包  0  0  927
Send  2.235  数据包  923  104  0
Receive  2.235  普通应答包  0  0  923
Send  2.241  数据包  885  104  0
Receive  2.242  普通应答包  0  0  885
Send  2.244  数据包  931  104  0
Receive  2.244  普通应答包  0  0  931
Drop  2.244  数据包  929  104  0
Send  2.244  数据包  932  104  0
Receive  2.245  普通应答包  0  0  932
Drop  2.245  数据包  930  104  0
Send  2.245  数据包  933  104  0
Send  2.245  数据包  928  104  0
Receive  2.245  普通应答包  0  0  933
Receive  2.245  普通应答包  0  0  928
Send  2.245  数据包  934  104  0
Receive  2.245  普通应答包  0  0  934
Send  2.248  数据包  937  104  0
Send  2.248  数据包  935  104  0
Send  2.249  数据包  936  104  0
Receive  2.249  普通应答包  0  0  937
Receive  2.249  普通应答包  0  0  935
Send  2.249  数据包  897  104  0
Receive  2.249  普通应答包  0  0  936
Receive  2.249  普通应答包  0  0  897
Send  2.249  数据包  938  104  0
Receive  2.249  普通应答包  0  0  938
Send  2.252  数据包  942  104  0
Send  2.252  数据包  915  104  0
Receive  2.252  普通应答包  0  0  942
Send  2.252  数据包  941  104  0
Receive  2.252  普通应答包  0  0  915
Receive  2.253  普通应答包  0  0  941
Send  2.253  数据包  939  104  0
Send  2.253  数据包  940  104  0
Receive  2.253  普通应答包  0  0  939
Send  2.253  数据包  943  104  0
Receive  2.253  普通应答包  0  0  940
Send  2.253  数据包  917  104  0
Receive  2.253  普通应答包  0  0  943
Receive  2.253  普通应答包  0  0  917
Send  2.256  数据包  920  104  0
Receive  2.257  普通应答包  0  0  920
Send  2.259  数据包  946  104  0
Receive  2.259  普通应答包  0  0  946
Send  2.259  数据包  951  104  0
Receive  2.26  普通应答包  0  0  951
Send  2.26  数据包  944  104  0
Receive  2.26  普通应答包  0  0  944
Drop  2.26  数据包  947  104  0
Drop  2.26  数据包  949  104  0
Send  2.261  数据包  950  104  0
Receive  2.261  普通应答包  0  0  950
Send  2.261  数据包  905  104  0
Receive  2.261  普通应答包  0  0  905
Send  2.261  数据包  945  104  0
Send  2.261  数据包  948  104  0
Receive  2.261  普通应答包  0  0  945
Receive  2.261  普通应答包  0  0  948
Send  2.264  数据包  956  104  0
Send  2.264  数据包  958  104  0
Receive  2.264  普通应答包  0  0  956
Send  2.264  数据包  955  104  0
Receive  2.265  普通应答包  0  0  958
Receive  2.265  普通应答包  0  0  955
Send  2.265  数据包  953  104  0
Receive  2.265  普通应答包  0  0  953
Send  2.265  数据包  957  104  0
Send  2.265  数据包  954  104  0
Receive  2.265  普通应答包  0  0  957
Receive  2.265  普通应答包  0  0  954
Send  2.265  数据包  952  104  0
Receive  2.265  普通应答包  0  0  952
Send  2.268  数据包  962  104  0
Drop  2.268  数据包  960  104  0
Receive  2.268  普通应答包  0  0  962
Send  2.268  数据包  961  104  0
Receive  2.268  普通应答包  0  0  961
Drop  2.269  数据包  963  104  0
Send  2.269  数据包  959  104  0
Send  2.269  数据包  965  104  0
Receive  2.269  普通应答包  0  0  959
Receive  2.269  普通应答包  0  0  965
Send  2.269  数据包  964  104  0
Receive  2.269  普通应答包  0  0  964
Send  2.274  数据包  969  104  0
Send  2.274  数据包  929  104  0
Receive  2.274  普通应答包  0  0  969
Receive  2.275  普通应答包  0  0  929
Send  2.275  数据包  967  104  0
Send  2.275  数据包  930  104  0
Receive  2.275  普通应答包  0  0  967
Receive  2.275  普通应答包  0  0  930
Send  2.275  数据包  966  104  0
Send  2.275  数据包  970  104  0
Receive  2.275  普通应答包  0  0  966
Receive  2.275  普通应答包  0  0  970
Send  2.275  数据包  968  104  0
Receive  2.275  普通应答包  0  0  968
Send  2.278  数据包  974  104  0
Send  2.278  数据包  976  104  0
Receive  2.278  普通应答包  0  0  974
Drop  2.278  数据包  975  104  0
Receive  2.278  普通应答包  0  0  976
Send  2.278  数据包  971  104  0
Receive  2.279  普通应答包  0  0  971
Send  2.279  数据包  977  104  0
Receive  2.279  普通应答包  0  0  977
Send  2.279  数据包  972  104  0
Receive  2.279  普通应答包  0  0  972
Send  2.279  数据包  973  104  0
Receive  2.279  普通应答包  0  0  973
Drop  2.284  数据包  982  104  0
Send  2.284  数据包  980  104  0
Receive  2.284  普通应答包  0  0  980
Drop  2.285  数据包  979  104  0
Send  2.285  数据包  983  104  0
Send  2.285  数据包  981  104  0
Receive  2.285  普通应答包  0  0  983
Send  2.285  数据包  978  104  0
Receive  2.285  普通应答包  0  0  981
Receive  2.285  普通应答包  0  0  978
Send  2.287  数据包  984  104  0
Send  2.287  数据包  985  104  0
Receive  2.287  普通应答包  0  0  984
Receive  2.288  普通应答包  0  0  985
Send  2.288  数据包  986  104  0
Receive  2.288  普通应答包  0  0  986
Send  2.288  数据包  987  104  0
Receive  2.288  普通应答包  0  0  987
Send  2.291  数据包  949  104  0
Receive  2.291  普通应答包  0  0  949
Send  2.291  数据包  947  104  0
Send  2.291  数据包  989  104  0
Receive  2.292  普通应答包  0  0  947
Drop  2.292  数据包  990  104  0
Send  2.292  数据包  988  104  0
Send  2.292  数据包  991  104  0
Drop  2.292  数据包  992  104  0
Receive  2.292  普通应答包  0  0  989
Receive  2.292  普通应答包  0  0  988
Receive  2.292  普通应答包  0  0  991
Send  2.295  数据包  993  104  0
Send  2.295  数据包  994  104  0
Drop  2.295  数据包  995  104  0
Send  2.295  数据包  996  104  0
Receive  2.295  普通应答包  0  0  993
Receive  2.295  普通应答包  0  0  994
Receive  2.295  普通应答包  0  0  996
Send  2.298  数据包  960  104  0
Send  2.298  数据包  963  104  0
Send  2.298  数据包  999  104  0
Receive  2.298  普通应答包  0  0  960
Receive  2.298  普通应答包  0  0  963
Receive  2.298  普通应答包  0  0  999
Send  2.298  数据包  997  104  0
Send  2.298  数据包  998  104  0
Receive  2.298  普通应答包  0  0  997
Receive  2.298  普通应答包  0  0  998
Send  2.304  数据包  1002  104  0
Receive  2.304  普通应答包  0  0  1002
Drop  2.304  数据包  1003  104  0
Send  2.304  数据包  1000  104  0
Receive  2.305  普通应答包  0  0  1000
Drop  2.305  数据包  1001  104  0
Send  2.305  数据包  1004  104  0
Receive  2.305  普通应答包  0  0  1004
Send  2.307  数据包  1006  104  0
Send  2.307  数据包  1007  104  0
Receive  2.307  普通应答包  0  0  1006
Receive  2.307  普通应答包  0  0  1007
Send  2.307  数据包  975  104  0
Receive  2.308  普通应答包  0  0  975
Send  2.308  数据包  1005  104  0
