SndOrRecOrDrop  time  type  seq  size  ack
Receive  9.551  数据包  758  104  0
Send  9.551  普通应答包  0  0  758
Receive  9.551  数据包  760  104  0
Send  9.551  普通应答包  0  0  760
Receive  9.552  数据包  759  104  0
Send  9.552  普通应答包  0  0  759
Receive  9.554  数据包  722  104  0
Send  9.554  普通应答包  0  0  722
Receive  9.557  数据包  766  104  0
Send  9.557  普通应答包  0  0  766
Receive  9.558  数据包  763  104  0
Send  9.558  普通应答包  0  0  763
Receive  9.559  数据包  764  104  0
Send  9.559  普通应答包  0  0  764
Receive  9.56  数据包  762  104  0
Send  9.56  普通应答包  0  0  762
Receive  9.567  数据包  768  104  0
Send  9.567  普通应答包  0  0  768
Receive  9.567  数据包  767  104  0
Send  9.567  普通应答包  0  0  767
Receive  9.567  数据包  769  104  0
Send  9.567  普通应答包  0  0  769
Receive  9.568  数据包  770  104  0
Send  9.568  普通应答包  0  0  770
Receive  9.568  数据包  739  104  0
Send  9.568  普通应答包  0  0  739
Receive  9.573  数据包  744  104  0
Send  9.573  普通应答包  0  0  744
Receive  9.58  数据包  753  104  0
Send  9.58  普通应答包  0  0  753
Receive  9.581  数据包  749  104  0
Send  9.581  普通应答包  0  0  749
Receive  9.599  数据包  771  104  0
Send  9.601  普通应答包  0  0  771
Receive  9.605  数据包  776  104  0
Send  9.606  普通应答包  0  0  776
Receive  9.607  数据包  729  104  0
Send  9.607  普通应答包  0  0  729
Receive  9.607  数据包  740  104  0
Send  9.607  普通应答包  0  0  740
Receive  9.608  数据包  772  104  0
Send  9.608  普通应答包  0  0  772
Receive  9.608  数据包  774  104  0
Send  9.608  普通应答包  0  0  774
Receive  9.608  数据包  777  104  0
Send  9.608  普通应答包  0  0  777
Receive  9.609  数据包  773  104  0
Send  9.609  普通应答包  0  0  773
Receive  9.609  数据包  779  104  0
Send  9.609  普通应答包  0  0  779
Receive  9.609  数据包  778  104  0
Send  9.609  普通应答包  0  0  778
Receive  9.609  数据包  765  104  0
Send  9.609  普通应答包  0  0  765
Receive  9.612  数据包  789  104  0
Send  9.612  普通应答包  0  0  789
Receive  9.612  数据包  780  104  0
Send  9.612  普通应答包  0  0  780
Receive  9.613  数据包  786  104  0
Send  9.613  普通应答包  0  0  786
Receive  9.613  数据包  785  104  0
Send  9.613  普通应答包  0  0  785
Receive  9.613  数据包  784  104  0
Send  9.613  普通应答包  0  0  784
Receive  9.613  数据包  782  104  0
Send  9.614  普通应答包  0  0  782
Receive  9.614  数据包  783  104  0
Send  9.614  普通应答包  0  0  783
Receive  9.614  数据包  788  104  0
Send  9.614  普通应答包  0  0  788
Receive  9.614  数据包  787  104  0
Send  9.614  普通应答包  0  0  787
Receive  9.614  数据包  781  104  0
Send  9.614  普通应答包  0  0  781
Receive  9.617  数据包  790  104  0
Send  9.617  普通应答包  0  0  790
Receive  9.617  数据包  791  104  0
Send  9.617  普通应答包  0  0  791
Receive  9.62  数据包  798  104  0
Send  9.62  普通应答包  0  0  798
Receive  9.62  数据包  796  104  0
Send  9.62  普通应答包  0  0  796
Receive  9.62  数据包  800  104  0
Send  9.62  普通应答包  0  0  800
Receive  9.62  数据包  793  104  0
Send  9.62  普通应答包  0  0  793
Receive  9.62  数据包  797  104  0
Send  9.621  普通应答包  0  0  797
Receive  9.621  数据包  795  104  0
Send  9.621  普通应答包  0  0  795
Receive  9.621  数据包  801  104  0
Send  9.621  普通应答包  0  0  801
Receive  9.621  数据包  799  104  0
Send  9.621  普通应答包  0  0  799
Receive  9.621  数据包  794  104  0
Send  9.621  普通应答包  0  0  794
Receive  9.624  数据包  806  104  0
Send  9.624  普通应答包  0  0  806
Receive  9.624  数据包  804  104  0
Send  9.624  普通应答包  0  0  804
Receive  9.624  数据包  802  104  0
Send  9.624  普通应答包  0  0  802
Receive  9.625  数据包  805  104  0
Send  9.625  普通应答包  0  0  805
Receive  9.625  数据包  803  104  0
Send  9.625  普通应答包  0  0  803
Receive  9.628  数据包  812  104  0
Send  9.628  普通应答包  0  0  812
Receive  9.628  数据包  815  104  0
Send  9.628  普通应答包  0  0  815
Receive  9.628  数据包  808  104  0
Send  9.628  普通应答包  0  0  808
Receive  9.631  数据包  817  104  0
Send  9.631  普通应答包  0  0  817
Receive  9.633  数据包  818  104  0
Send  9.633  普通应答包  0  0  818
Receive  9.633  数据包  816  104  0
Send  9.633  普通应答包  0  0  816
Receive  9.636  数据包  819  104  0
Send  9.636  普通应答包  0  0  819
Receive  9.636  数据包  821  104  0
Send  9.636  普通应答包  0  0  821
Receive  9.636  数据包  775  104  0
Send  9.636  普通应答包  0  0  775
Receive  9.639  数据包  824  104  0
Send  9.639  普通应答包  0  0  824
Receive  9.642  数据包  825  104  0
Send  9.642  普通应答包  0  0  825
Receive  9.655  数据包  807  104  0
Send  9.655  普通应答包  0  0  807
Receive  9.655  数据包  813  104  0
Send  9.655  普通应答包  0  0  813
Receive  9.656  数据包  809  104  0
Send  9.656  普通应答包  0  0  809
Receive  9.656  数据包  811  104  0
Send  9.656  普通应答包  0  0  811
Receive  9.656  数据包  814  104  0
Send  9.656  普通应答包  0  0  814
Receive  9.659  数据包  831  104  0
Send  9.659  普通应答包  0  0  831
Receive  9.659  数据包  830  104  0
Send  9.659  普通应答包  0  0  830
Receive  9.659  数据包  827  104  0
Send  9.659  普通应答包  0  0  827
Receive  9.659  数据包  829  104  0
Send  9.659  普通应答包  0  0  829
Receive  9.665  数据包  835  104  0
Send  9.665  普通应答包  0  0  835
Receive  9.665  数据包  833  104  0
Send  9.665  普通应答包  0  0  833
Receive  9.666  数据包  832  104  0
Send  9.666  普通应答包  0  0  832
Receive  9.667  数据包  834  104  0
Send  9.667  普通应答包  0  0  834
Receive  9.669  数据包  820  104  0
Send  9.669  普通应答包  0  0  820
Receive  9.669  数据包  823  104  0
Send  9.669  普通应答包  0  0  823
Receive  9.67  数据包  836  104  0
Send  9.67  普通应答包  0  0  836
Receive  9.67  数据包  837  104  0
Send  9.67  普通应答包  0  0  837
Receive  9.67  数据包  839  104  0
Send  9.67  普通应答包  0  0  839
Receive  9.67  数据包  838  104  0
Send  9.67  普通应答包  0  0  838
Receive  9.673  数据包  844  104  0
Send  9.673  普通应答包  0  0  844
Receive  9.673  数据包  845  104  0
Send  9.673  普通应答包  0  0  845
Receive  9.674  数据包  843  104  0
Send  9.674  普通应答包  0  0  843
Receive  9.674  数据包  826  104  0
Send  9.674  普通应答包  0  0  826
Receive  9.676  数据包  848  104  0
Send  9.676  普通应答包  0  0  848
Receive  9.677  数据包  849  104  0
Send  9.677  普通应答包  0  0  849
Receive  9.677  数据包  847  104  0
Send  9.677  普通应答包  0  0  847
Receive  9.68  数据包  792  104  0
Send  9.68  普通应答包  0  0  792
Receive  9.68  数据包  851  104  0
Send  9.68  普通应答包  0  0  851
Receive  9.68  数据包  852  104  0
Send  9.68  普通应答包  0  0  852
Receive  9.683  数据包  853  104  0
Send  9.683  普通应答包  0  0  853
Receive  9.683  数据包  855  104  0
Send  9.683  普通应答包  0  0  855
Receive  9.689  数据包  857  104  0
Send  9.689  普通应答包  0  0  857
Receive  9.69  数据包  856  104  0
Send  9.69  普通应答包  0  0  856
Receive  9.693  数据包  858  104  0
Send  9.693  普通应答包  0  0  858
Receive  9.699  数据包  822  104  0
Send  9.699  普通应答包  0  0  822
Receive  9.699  数据包  860  104  0
Send  9.699  普通应答包  0  0  860
Receive  9.702  数据包  861  104  0
Send  9.702  普通应答包  0  0  861
Receive  9.703  数据包  862  104  0
Send  9.703  普通应答包  0  0  862
Receive  9.705  数据包  846  104  0
Send  9.705  普通应答包  0  0  846
Receive  9.705  数据包  840  104  0
Send  9.706  普通应答包  0  0  840
Receive  9.706  数据包  841  104  0
Send  9.706  普通应答包  0  0  841
Receive  9.706  数据包  863  104  0
Send  9.706  普通应答包  0  0  863
Receive  9.706  数据包  864  104  0
Send  9.706  普通应答包  0  0  864
Receive  9.706  数据包  842  104  0
Send  9.706  普通应答包  0  0  842
Receive  9.709  数据包  866  104  0
Send  9.709  普通应答包  0  0  866
Receive  9.709  数据包  868  104  0
Send  9.709  普通应答包  0  0  868
Receive  9.71  数据包  870  104  0
Send  9.71  普通应答包  0  0  870
Receive  9.71  数据包  869  104  0
Send  9.71  普通应答包  0  0  869
Receive  9.71  数据包  865  104  0
Send  9.71  普通应答包  0  0  865
Receive  9.712  数据包  874  104  0
Send  9.712  普通应答包  0  0  874
Receive  9.712  数据包  854  104  0
Send  9.712  普通应答包  0  0  854
Receive  9.712  数据包  871  104  0
Send  9.712  普通应答包  0  0  871
Receive  9.715  数据包  877  104  0
Send  9.715  普通应答包  0  0  877
Receive  9.715  数据包  878  104  0
Send  9.715  普通应答包  0  0  878
Receive  9.715  数据包  876  104  0
Send  9.715  普通应答包  0  0  876
Receive  9.718  数据包  828  104  0
Send  9.718  普通应答包  0  0  828
Receive  9.718  数据包  810  104  0
Send  9.718  普通应答包  0  0  810
Receive  9.721  数据包  881  104  0
Send  9.721  普通应答包  0  0  881
Receive  9.721  数据包  883  104  0
Send  9.721  普通应答包  0  0  883
Receive  9.721  数据包  859  104  0
Send  9.721  普通应答包  0  0  859
Receive  9.721  数据包  880  104  0
Send  9.722  普通应答包  0  0  880
Receive  9.722  数据包  882  104  0
Send  9.722  普通应答包  0  0  882
Receive  9.722  数据包  879  104  0
Send  9.722  普通应答包  0  0  879
Receive  9.725  数据包  888  104  0
Send  9.725  普通应答包  0  0  888
Receive  9.725  数据包  884  104  0
Send  9.725  普通应答包  0  0  884
Receive  9.725  数据包  889  104  0
Send  9.725  普通应答包  0  0  889
Receive  9.725  数据包  887  104  0
Send  9.725  普通应答包  0  0  887
Receive  9.728  数据包  892  104  0
Send  9.728  普通应答包  0  0  892
Receive  9.728  数据包  893  104  0
Send  9.728  普通应答包  0  0  893
Receive  9.728  数据包  890  104  0
Send  9.728  普通应答包  0  0  890
Receive  9.728  数据包  891  104  0
Send  9.728  普通应答包  0  0  891
Receive  9.731  数据包  894  104  0
Send  9.731  普通应答包  0  0  894
Receive  9.731  数据包  896  104  0
Send  9.731  普通应答包  0  0  896
Receive  9.731  数据包  895  104  0
Send  9.731  普通应答包  0  0  895
Receive  9.734  数据包  899  104  0
Send  9.734  普通应答包  0  0  899
Receive  9.74  数据包  850  104  0
Send  9.74  普通应答包  0  0  850
Receive  9.74  数据包  867  104  0
Send  9.74  普通应答包  0  0  867
Receive  9.742  数据包  872  104  0
Send  9.742  普通应答包  0  0  872
Receive  9.742  数据包  903  104  0
Send  9.742  普通应答包  0  0  903
Receive  9.743  数据包  873  104  0
Send  9.743  普通应答包  0  0  873
Receive  9.745  数据包  904  104  0
Send  9.745  普通应答包  0  0  904
Receive  9.748  数据包  907  104  0
Send  9.748  普通应答包  0  0  907
Receive  9.751  数据包  908  104  0
Send  9.751  普通应答包  0  0  908
Receive  9.757  数据包  886  104  0
Send  9.757  普通应答包  0  0  886
Receive  9.757  数据包  909  104  0
Send  9.757  普通应答包  0  0  909
Receive  9.76  数据包  910  104  0
Send  9.76  普通应答包  0  0  910
Receive  9.76  数据包  911  104  0
Send  9.76  普通应答包  0  0  911
Receive  9.763  数据包  898  104  0
Send  9.763  普通应答包  0  0  898
Receive  9.763  数据包  912  104  0
Send  9.763  普通应答包  0  0  912
Receive  9.763  数据包  900  104  0
Send  9.763  普通应答包  0  0  900
Receive  9.764  数据包  913  104  0
Send  9.764  普通应答包  0  0  913
Receive  9.767  数据包  914  104  0
Send  9.767  普通应答包  0  0  914
Receive  9.767  数据包  901  104  0
Send  9.767  普通应答包  0  0  901
Receive  9.767  数据包  916  104  0
Send  9.767  普通应答包  0  0  916
Receive  9.77  数据包  918  104  0
Send  9.77  普通应答包  0  0  918
Receive  9.77  数据包  919  104  0
Send  9.77  普通应答包  0  0  919
Receive  9.773  数据包  902  104  0
Send  9.773  普通应答包  0  0  902
Receive  9.773  数据包  875  104  0
Send  9.773  普通应答包  0  0  875
Receive  9.773  数据包  921  104  0
Send  9.773  普通应答包  0  0  921
Receive  9.773  数据包  922  104  0
Send  9.773  普通应答包  0  0  922
Receive  9.776  数据包  906  104  0
Send  9.776  普通应答包  0  0  906
Receive  9.778  数据包  926  104  0
Send  9.779  普通应答包  0  0  926
Receive  9.779  数据包  925  104  0
Send  9.779  普通应答包  0  0  925
Receive  9.779  数据包  924  104  0
Send  9.779  普通应答包  0  0  924
Receive  9.78  数据包  927  104  0
Send  9.78  普通应答包  0  0  927
Receive  9.78  数据包  923  104  0
Send  9.78  普通应答包  0  0  923
Receive  9.786  数据包  885  104  0
Send  9.786  普通应答包  0  0  885
Receive  9.789  数据包  931  104  0
Send  9.789  普通应答包  0  0  931
Receive  9.79  数据包  932  104  0
Send  9.79  普通应答包  0  0  932
Receive  9.79  数据包  933  104  0
Send  9.79  普通应答包  0  0  933
Receive  9.79  数据包  928  104  0
Send  9.79  普通应答包  0  0  928
Receive  9.79  数据包  934  104  0
Send  9.79  普通应答包  0  0  934
Receive  9.794  数据包  937  104  0
Send  9.794  普通应答包  0  0  937
Receive  9.794  数据包  935  104  0
Send  9.794  普通应答包  0  0  935
Receive  9.794  数据包  936  104  0
Send  9.794  普通应答包  0  0  936
Receive  9.794  数据包  897  104  0
Send  9.794  普通应答包  0  0  897
Receive  9.794  数据包  938  104  0
Send  9.794  普通应答包  0  0  938
Receive  9.797  数据包  942  104  0
Send  9.797  普通应答包  0  0  942
Receive  9.797  数据包  915  104  0
Send  9.797  普通应答包  0  0  915
Receive  9.797  数据包  941  104  0
Send  9.798  普通应答包  0  0  941
Receive  9.798  数据包  939  104  0
Send  9.798  普通应答包  0  0  939
Receive  9.798  数据包  940  104  0
Send  9.798  普通应答包  0  0  940
Receive  9.798  数据包  943  104  0
Send  9.798  普通应答包  0  0  943
Receive  9.798  数据包  917  104  0
Send  9.798  普通应答包  0  0  917
Receive  9.801  数据包  920  104  0
Send  9.802  普通应答包  0  0  920
Receive  9.804  数据包  946  104  0
Send  9.804  普通应答包  0  0  946
Receive  9.805  数据包  951  104  0
Send  9.805  普通应答包  0  0  951
Receive  9.805  数据包  944  104  0
Send  9.805  普通应答包  0  0  944
Receive  9.806  数据包  950  104  0
Send  9.806  普通应答包  0  0  950
Receive  9.806  数据包  905  104  0
Send  9.806  普通应答包  0  0  905
Receive  9.806  数据包  945  104  0
Send  9.806  普通应答包  0  0  945
Receive  9.806  数据包  948  104  0
Send  9.806  普通应答包  0  0  948
Receive  9.809  数据包  956  104  0
Send  9.809  普通应答包  0  0  956
Receive  9.809  数据包  958  104  0
Send  9.809  普通应答包  0  0  958
Receive  9.81  数据包  955  104  0
Send  9.81  普通应答包  0  0  955
Receive  9.81  数据包  953  104  0
Send  9.81  普通应答包  0  0  953
Receive  9.81  数据包  957  104  0
Send  9.81  普通应答包  0  0  957
Receive  9.81  数据包  954  104  0
Send  9.81  普通应答包  0  0  954
Receive  9.81  数据包  952  104  0
Send  9.81  普通应答包  0  0  952
Receive  9.813  数据包  962  104  0
Send  9.813  普通应答包  0  0  962
Receive  9.813  数据包  961  104  0
Send  9.813  普通应答包  0  0  961
Receive  9.814  数据包  959  104  0
Send  9.814  普通应答包  0  0  959
Receive  9.814  数据包  965  104  0
Send  9.814  普通应答包  0  0  965
Receive  9.814  数据包  964  104  0
Send  9.814  普通应答包  0  0  964
Receive  9.819  数据包  969  104  0
Send  9.819  普通应答包  0  0  969
Receive  9.819  数据包  929  104  0
Send  9.819  普通应答包  0  0  929
Receive  9.82  数据包  967  104  0
Send  9.82  普通应答包  0  0  967
Receive  9.82  数据包  930  104  0
Send  9.82  普通应答包  0  0  930
Receive  9.82  数据包  966  104  0
Send  9.82  普通应答包  0  0  966
Receive  9.82  数据包  970  104  0
Send  9.82  普通应答包  0  0  970
Receive  9.82  数据包  968  104  0
Send  9.82  普通应答包  0  0  968
Receive  9.823  数据包  974  104  0
Send  9.823  普通应答包  0  0  974
Receive  9.823  数据包  976  104  0
Send  9.823  普通应答包  0  0  976
Receive  9.824  数据包  971  104  0
Send  9.824  普通应答包  0  0  971
Receive  9.824  数据包  977  104  0
Send  9.824  普通应答包  0  0  977
Receive  9.824  数据包  972  104  0
Send  9.824  普通应答包  0  0  972
Receive  9.824  数据包  973  104  0
Send  9.824  普通应答包  0  0  973
Receive  9.829  数据包  980  104  0
Send  9.829  普通应答包  0  0  980
Receive  9.83  数据包  983  104  0
Send  9.83  普通应答包  0  0  983
Receive  9.83  数据包  981  104  0
Send  9.83  普通应答包  0  0  981
Receive  9.83  数据包  978  104  0
Send  9.83  普通应答包  0  0  978
Receive  9.832  数据包  984  104  0
Send  9.832  普通应答包  0  0  984
Receive  9.833  数据包  985  104  0
Send  9.833  普通应答包  0  0  985
Receive  9.833  数据包  986  104  0
Send  9.833  普通应答包  0  0  986
Receive  9.833  数据包  987  104  0
Send  9.833  普通应答包  0  0  987
Receive  9.836  数据包  949  104  0
Send  9.836  普通应答包  0  0  949
Receive  9.836  数据包  947  104  0
Send  9.836  普通应答包  0  0  947
Receive  9.837  数据包  989  104  0
Send  9.837  普通应答包  0  0  989
Receive  9.837  数据包  988  104  0
Send  9.837  普通应答包  0  0  988
Receive  9.837  数据包  991  104  0
Send  9.837  普通应答包  0  0  991
Receive  9.84  数据包  993  104  0
Send  9.84  普通应答包  0  0  993
Receive  9.84  数据包  994  104  0
Send  9.84  普通应答包  0  0  994
Receive  9.84  数据包  996  104  0
Send  9.84  普通应答包  0  0  996
Receive  9.843  数据包  960  104  0
Send  9.843  普通应答包  0  0  960
Receive  9.843  数据包  963  104  0
Send  9.843  普通应答包  0  0  963
Receive  9.843  数据包  999  104  0
Send  9.843  普通应答包  0  0  999
Receive  9.843  数据包  997  104  0
Send  9.843  普通应答包  0  0  997
Receive  9.843  数据包  998  104  0
Send  9.843  普通应答包  0  0  998
Receive  9.849  数据包  1002  104  0
Send  9.849  普通应答包  0  0  1002
Receive  9.849  数据包  1000  104  0
Send  9.85  普通应答包  0  0  1000
Receive  9.85  数据包  1004  104  0
Send  9.85  普通应答包  0  0  1004
Receive  9.852  数据包  1006  104  0
Send  9.852  普通应答包  0  0  1006
Receive  9.852  数据包  1007  104  0
Send  9.852  普通应答包  0  0  1007
Receive  9.852  数据包  975  104  0
Send  9.853  普通应答包  0  0  975
Receive  9.853  数据包  1005  104  0
Send  9.853  普通应答包  0  0  1005
Receive  9.856  数据包  1010  104  0
Send  9.856  普通应答包  0  0  1010
Receive  9.856  数据包  1011  104  0
Send  9.856  普通应答包  0  0  1011
Receive  9.856  数据包  1009  104  0
Send  9.856  普通应答包  0  0  1009
Receive  9.856  数据包  1008  104  0
Send  9.856  普通应答包  0  0  1008
Receive  9.859  数据包  1014  104  0
Send  9.859  普通应答包  0  0  1014
Receive  9.859  数据包  1015  104  0
Send  9.859  普通应答包  0  0  1015
Receive  9.86  数据包  1012  104  0
Send  9.86  普通应答包  0  0  1012
Receive  9.86  数据包  1013  104  0
Send  9.86  普通应答包  0  0  1013
Receive  9.862  数据包  1017  104  0
Send  9.862  普通应答包  0  0  1017
Receive  9.862  数据包  1016  104  0
Send  9.862  普通应答包  0  0  1016
Receive  9.863  数据包  1019  104  0
Send  9.863  普通应答包  0  0  1019
Receive  9.866  数据包  1021  104  0
Send  9.866  普通应答包  0  0  1021
Receive  9.866  数据包  990  104  0
Send  9.866  普通应答包  0  0  990
Receive  9.869  数据包  995  104  0
Send  9.869  普通应答包  0  0  995
Receive  9.869  数据包  1024  104  0
Send  9.869  普通应答包  0  0  1024
Receive  9.869  数据包  992  104  0
Send  9.869  普通应答包  0  0  992
Receive  9.872  数据包  1026  104  0
Send  9.872  普通应答包  0  0  1026
Receive  9.872  数据包  1027  104  0
Send  9.872  普通应答包  0  0  1027
Receive  9.875  数据包  1028  104  0
Send  9.875  普通应答包  0  0  1028
Receive  9.875  数据包  1029  104  0
Send  9.875  普通应答包  0  0  1029
Receive  9.878  数据包  1003  104  0
Send  9.878  普通应答包  0  0  1003
Receive  9.878  数据包  1031  104  0
Send  9.878  普通应答包  0  0  1031
Receive  9.881  数据包  1032  104  0
Send  9.881  普通应答包  0  0  1032
Receive  9.881  数据包  1033  104  60
Send  9.881  普通应答包  0  0  1033
Receive  9.887  数据包  979  104  0
Send  9.887  普通应答包  0  0  979
Receive  9.892  数据包  1018  104  0
Send  9.892  普通应答包  0  0  1018
Receive  9.895  数据包  1020  104  0
Send  9.895  普通应答包  0  0  1020
Receive  9.911  数据包  1030  104  0
Send  9.911  普通应答包  0  0  1030
Receive  9.92  数据包  982  104  0
Send  9.921  普通应答包  0  0  982
Receive  9.927  数据包  1022  104  0
Send  9.927  普通应答包  0  0  1022
Receive  9.93  数据包  1023  104  0
Send  9.93  普通应答包  0  0  1023
Receive  9.938  数据包  1025  104  0
Send  9.938  普通应答包  0  0  1025
Receive  9.939  数据包  1001  104  0
Send  9.939  普通应答包  0  0  1001
Receive  9.943  第三次握手请求包  901  0  0
Send  9.943  第四次握手应答包  0  0  0
